x_mm y_mm z_mm
-27.990849 33.043608 -7.635161
-28.060281 -58.106694 -17.788926
-28.020910 58.162955 -17.974393
-28.029762 -81.957338 -34.952291
-28.034123 -8.650897 -3.485684
-27.940990 8.649802 -3.309397
-28.051845 -1.260546 -3.072222
-27.968590 1.223411 -3.263829
-27.975357 -18.516699 -4.812896
-27.992409 18.502981 -4.419095
-27.996672 -5.062355 -3.447260
-27.942656 5.097264 -3.406793
-27.917875 -41.060620 -10.356820
-27.998222 41.025352 -10.184625
-27.983869 -95.741181 -49.525610
-28.005174 95.776663 -49.994140
-28.022244 -10.016947 -3.565183
-27.973272 10.006263 -3.513624
-27.977248 -62.870185 -20.760412
-28.033044 62.837813 -21.020299
-27.967036 -1.676582 -3.193091
-27.972222 1.689968 -3.108380
-27.996466 53.860495 -15.911281
-27.962005 -52.030830 -15.176638
-27.947563 -38.486357 -9.437497
-27.936100 38.457694 -9.223347
-27.979669 -86.028116 -38.998526
-27.967131 86.030423 -38.817205
-27.935320 -16.165510 -4.150443
-27.994311 16.163734 -4.146859
-27.946292 -2.082458 -3.138108
-27.937705 2.102620 -3.202986
-27.952522 -7.277575 -3.374847
-27.941785 7.243677 -3.398973
-27.941609 -31.951502 -7.215798
-27.962009 31.984052 -7.276891
-27.972518 -78.002316 -31.407813
-27.939884 77.986196 -30.992142
-27.896309 -12.376057 -3.776614
-27.904713 12.413397 -3.863019
-27.945405 -26.708172 -6.095902
-27.946028 26.704347 -6.330886
-27.946705 -13.432057 -3.792692
-27.946702 13.450288 -3.847904
-27.920913 -71.181036 -25.882063
-27.897821 71.182952 -26.053320
-27.858964 -55.826319 -16.798848
-27.951743 55.877687 -16.733223
-27.902411 -50.038448 -13.721805
-27.905676 50.071124 -13.996357
-27.929056 -5.473618 -3.312815
-27.949944 5.523323 -3.152930
-27.909783 -2.478404 -3.151364
-27.854448 2.516196 -3.158274
-27.909094 -17.881439 -4.528287
-27.940782 17.800648 -4.489343
-27.921106 -90.518879 -43.386654
-27.950593 90.484466 -43.195551
-27.887688 101.134419 -56.670532
-27.928700 -45.154252 -11.997284
-28.005590 45.166423 -11.840369
-27.898181 -74.375133 -28.321037
-27.921534 74.409786 -28.190126
-27.924553 -11.427927 -3.625570
-27.924812 11.439098 -3.763876
-27.883545 -14.479406 -3.752288
-27.907790 14.437509 -4.167198
-27.866547 -43.629583 -11.111977
-27.865886 43.685184 -11.137993
-27.900485 -22.180855 -5.189925
-27.907992 22.265499 -5.164104
-27.882187 -21.541543 -5.048315
-27.890380 21.548117 -5.031639
-27.937125 -22.918168 -5.302567
-27.827127 22.945935 -5.087319
-27.861280 -46.725853 -12.274706
-27.896615 46.722449 -12.385306
-27.940135 -29.147935 -6.603225
-27.888057 29.199406 -6.917818
-27.894971 -2.896215 -3.113931
-27.879149 2.900948 -3.150773
-27.940861 -65.241478 -22.023691
-27.890112 65.214626 -22.072596
-27.883070 -9.065002 -3.424034
-27.876498 9.065164 -3.516375
-27.876731 -39.561873 -9.706848
-27.868077 39.541149 -9.731662
-27.823867 -95.403572 -48.821335
-27.893249 -81.636847 -34.682391
-27.917734 81.606946 -34.275707
-27.880988 -20.856963 -4.918268
-27.907693 20.860085 -5.017867
-27.834751 -67.977532 -23.633594
-27.866437 68.007763 -24.048190
-27.834240 -23.602603 -5.294643
-27.818453 23.639706 -5.526755
-27.876647 -60.105395 -18.770012
-27.861116 60.126026 -19.030188
-27.810350 -30.922569 -7.300932
-27.844624 30.961747 -7.347263
-27.826986 -42.196501 -10.863734
-27.811642 42.202652 -10.752852
-27.812650 -7.721584 -3.415705
-27.827234 7.642062 -3.235934
-27.793036 -27.498216 -6.254755
-27.836975 27.405070 -6.227596
-27.818428 -10.473886 -3.547231
-27.839313 10.440444 -3.500477
-27.803158 -5.912346 -3.366732
-27.854798 5.894096 -3.107028
-27.881920 -20.196849 -4.862761
-27.811786 20.235708 -4.821448
-27.860985 -3.381782 -3.128728
-27.863958 3.285020 -3.108434
-27.787897 -24.312842 -5.657505
-27.796857 24.280315 -5.590257
-27.835792 -57.749702 -17.702060
-27.916881 57.797033 -17.657821
-27.807464 -85.648412 -38.146692
-27.803586 85.643064 -38.091945
-27.805414 -15.507314 -4.059770
-27.806792 15.543100 -4.189265
-27.824979 -17.213318 -4.313406
-27.831851 17.271058 -4.281657
-27.851718 -48.166342 -13.151719
-27.839455 48.188297 -13.307459
-27.802347 -62.450568 -20.159851
-27.801854 62.453650 -20.630447
-27.780580 -34.869855 -8.170552
-27.846468 34.836688 -8.131291
-27.848985 -35.919478 -8.555725
-27.789621 100.705527 -55.994265
-27.833203 -77.571672 -30.919444
-27.758500 77.542454 -31.047724
-27.815864 -90.102583 -42.883476
-27.743422 90.018950 -43.026334
-27.767787 -19.520903 -4.505907
-27.815173 19.549498 -4.750887
-27.720408 -33.807223 -7.809918
-27.775286 33.820559 -7.764065
-27.775846 -53.475231 -15.667124
-27.782786 53.489366 -15.318754
-27.763205 -3.724146 -3.151343
-27.761439 3.725378 -3.119479
-27.800628 -25.004768 -5.725042
-27.781086 25.052480 -5.927208
-27.770910 -70.797741 -25.731372
-27.756899 70.741970 -25.358728
-27.755470 -51.573209 -14.390291
-27.768525 51.531228 -14.470016
-27.784327 -36.998121 -8.794798
-27.785865 37.001178 -8.978240
-27.792999 -73.949007 -28.247802
-27.771236 -40.708604 -10.135998
-27.758510 40.686559 -10.129943
-27.743269 -95.001452 -48.759112
-27.750283 94.960300 -48.714330
-27.746426 -12.845552 -3.744160
-27.773407 12.839791 -3.673434
-27.734091 -6.314224 -3.323690
-27.751542 6.339658 -3.095907
-27.739461 -55.460261 -16.378234
-27.702130 55.472490 -16.271847
-27.721217 -32.719821 -7.209633
-27.753501 32.663086 -7.586006
-27.736609 -9.460641 -3.404285
-27.684159 9.455845 -3.418842
-27.741360 -29.918214 -6.772331
-27.730943 29.851583 -7.028498
-27.722697 13.885755 -3.913592
-27.739828 -81.247332 -34.148952
-27.708104 11.850750 -3.625023
-27.682438 -18.845489 -4.601828
-27.766026 18.911150 -4.540727
-27.668609 -8.115226 -3.261420
-27.730145 8.047180 -3.200763
-27.691917 -28.129554 -6.545967
-27.741788 28.113006 -6.429619
-27.757194 4.242099 -3.017259
-27.725046 -49.709707 -13.915528
-27.699394 49.677429 -13.758532
-27.708940 -38.148294 -9.427804
-27.717383 38.111881 -9.152680
-27.675482 -64.837715 -21.806437
-27.708963 64.811450 -21.724788
-27.615673 16.542840 -4.229476
-27.709036 -25.666656 -5.837072
-27.729670 25.742038 -5.820041
-27.688064 -67.619341 -23.454564
-27.680470 67.576396 -23.579638
-27.683188 -85.255009 -37.711385
-27.687511 85.230735 -37.927961
-27.640192 -44.776629 -11.658301
-27.643942 44.793570 -11.431824
-27.685725 -100.263846 -55.561743
-27.701517 100.325202 -55.552726
-27.662984 -14.872451 -4.015937
-27.695337 14.934373 -4.043563
-27.648070 -10.854770 -3.606169
-27.661903 10.874730 -3.567630
-27.704527 -59.752366 -18.840805
-27.687729 59.760923 -18.933516
-27.723436 -89.708930 -42.555419
-27.730149 89.687119 -42.782069
-27.662402 -43.273087 -11.222102
-27.701589 43.364168 -10.830936
-27.615640 -46.248912 -12.048897
-27.630139 46.323686 -12.125778
-27.672055 -31.656367 -7.093333
-27.673759 31.693330 -7.367026
-27.607646 -4.610215 -3.367035
-27.600769 4.592934 -3.125926
-27.678618 -77.111929 -30.708986
-27.682475 77.169460 -30.610927
-27.656286 -18.247582 -4.572252
-27.634317 18.248470 -4.537443
-27.659740 -6.701373 -3.475179
-27.630764 6.754856 -3.321339
-27.683423 57.385520 -17.203531
-27.652617 -62.073535 -19.761574
-27.680857 62.044495 -20.082586
-27.656399 -94.581598 -48.128571
-27.640141 94.562707 -48.050769
-27.649882 -26.456114 -5.706294
-27.612467 26.424003 -5.883592
-27.620645 -39.221708 -9.482627
-27.616203 39.278001 -9.564119
-27.628418 -70.372939 -25.348679
-27.625655 70.360354 -25.244879
-27.619181 -41.831570 -10.669648
-27.616120 41.876195 -10.234842
-27.595452 -73.588464 -27.742095
-27.665727 73.559356 -27.660217
-27.597540 -47.836840 -12.638428
-27.632240 0.028538 -3.174653
-27.616344 47.799491 -12.838353
-27.649935 -0.461721 -3.131536
-27.613849 0.399242 -3.084736
-27.588901 -8.506991 -3.280585
-27.583525 8.538771 -3.373519
-27.629412 -0.793708 -3.108396
-27.557180 -80.797922 -33.297900
-27.606184 80.781809 -33.486729
-27.651198 28.807755 -6.620466
-27.614260 -9.889454 -3.394422
-27.579233 9.862194 -3.523222
-27.557087 -15.907087 -4.124866
-27.603729 15.976072 -4.075076
-27.505109 -53.135207 -15.668281
-27.575774 53.139930 -15.331103
-27.618621 -5.009184 -3.136544
-27.615968 -1.288512 -2.949187
-27.568527 1.244572 -3.133978
-27.600081 -51.215906 -14.326340
-27.612927 51.274489 -14.606319
-27.540359 -99.952751 -55.068939
-27.577017 99.868969 -55.467578
-27.598230 106.043385 -64.396263
-27.612903 -30.632078 -6.959904
-27.580504 30.605462 -7.202024
-27.535958 84.820502 -37.265504
-27.543697 -21.984825 -4.966234
-27.542706 21.994169 -5.185863
-27.573798 -17.570475 -4.482836
-27.543023 -1.656348 -3.101539
-27.545837 1.686006 -3.204890
-27.526951 -22.652125 -5.144600
-27.594694 22.624754 -5.120929
-27.577243 -13.291771 -3.825001
-27.558228 13.297122 -3.673620
-27.520301 -21.279530 -4.755898
-27.588983 21.340492 -4.973974
-27.549473 -12.257666 -3.648587
-27.553717 12.228282 -3.656530
-27.594123 -55.023768 -16.274072
-27.562159 55.080015 -16.193227
-27.586600 64.402809 -21.435646
-27.499092 -67.224907 -23.251443
-27.527391 67.219630 -23.142402
-27.530451 -89.288355 -41.666455
-27.540585 89.228566 -41.865568
-27.573087 -7.179023 -3.217996
-27.559808 7.131955 -3.278584
-27.528616 -34.554403 -7.776733
-27.559022 34.537625 -7.965066
-27.533741 -35.665359 -8.362330
-27.566369 35.615371 -8.505468
-27.524899 -23.270896 -5.278513
-27.522660 23.319836 -5.373131
-27.581204 -27.084803 -5.946976
-27.530354 27.107174 -6.116313
-27.574635 -2.102521 -3.157078
-27.584816 1.990187 -2.989819
-27.543647 -20.602828 -4.994888
-27.441922 20.643730 -4.871403
-27.495324 -14.360879 -3.811677
-27.476823 14.282282 -3.974203
-27.495257 -40.401742 -9.912142
-27.507346 -33.395388 -7.954909
-27.486647 33.460622 -7.563570
-27.532696 40.342693 -9.989811
-27.498951 -36.713706 -8.728044
-27.477753 36.711550 -8.718148
-27.474918 94.137772 -47.911847
-27.503569 -11.258918 -3.445746
-27.458285 11.246385 -3.466356
-27.514535 -49.308757 -13.498914
-27.444757 49.373565 -13.340853
-27.490164 -76.775946 -30.422665
-27.518890 76.713617 -30.481171
-27.541382 -24.040683 -5.379668
-27.530248 24.029880 -5.298063
-27.531241 -5.460023 -3.289740
-27.505122 5.354848 -3.177631
-27.533262 -2.535775 -2.942623
-27.456260 2.509112 -2.978531
-27.490313 -59.322228 -18.484720
-27.491531 59.305487 -18.281801
-27.522798 -19.939794 -4.777982
-27.510907 19.976672 -4.625375
-27.533417 -8.913820 -3.423501
-27.418272 8.809594 -3.335710
-27.509032 -61.713804 -19.641416
-27.506758 61.722849 -19.691042
-27.421658 -70.045714 -25.048342
-27.452426 70.026151 -25.183461
-27.458137 -32.377989 -7.586700
-27.451551 32.390298 -7.594823
-27.432778 -44.470403 -11.453042
-27.458399 44.461891 -11.413679
-27.438845 105.628903 -63.836547
-27.447568 -37.779797 -9.256460
-27.425091 37.761866 -9.061249
-27.496531 -24.743233 -5.305796
-27.480938 24.712837 -5.932538
-27.447026 -73.182873 -27.604602
-27.487124 73.165360 -27.744025
-27.528830 -16.974001 -4.126459
-27.452325 16.985429 -4.277315
-27.430117 -57.004692 -17.035865
-27.460835 57.046885 -17.110900
-27.439791 -99.534873 -54.105575
-27.454633 -2.902513 -3.056910
-27.450869 2.861425 -3.050595
-27.413628 -80.407683 -33.074258
-27.485398 15.314439 -3.723748
-27.470885 -45.895474 -11.996344
-27.411164 45.949038 -12.030126
-27.479558 -29.602630 -6.695083
-27.450511 29.534835 -6.822885
-27.366334 -42.962758 -11.096421
-27.406407 42.943794 -10.538125
-27.458496 -10.321265 -3.503145
-27.453356 10.290086 -3.524041
-27.441325 -19.322736 -4.646483
-27.396864 19.354363 -4.675322
-27.460189 -7.619174 -3.376490
-27.462005 7.571135 -3.285061
-27.448933 -27.822353 -6.313225
-27.424154 27.873355 -6.492590
-27.419361 -5.830534 -3.171911
-27.459285 5.814216 -3.079331
-27.405033 -88.869451 -41.474484
-27.399032 88.819095 -41.306558
-27.428584 -3.295935 -3.159607
-27.358886 3.304236 -3.031243
-27.387272 -25.419215 -5.887162
-27.427606 25.406531 -5.692307
-27.345199 -47.439146 -12.382527
-27.409522 47.453135 -12.390745
-27.387734 -93.746712 -46.972880
-27.407703 93.777901 -47.157302
-27.403997 52.777765 -15.007260
-27.397103 -31.357481 -6.896458
-27.389276 31.358562 -7.479739
-27.348550 38.926466 -9.269257
-27.418105 -66.821000 -22.858575
-27.381485 66.775986 -23.008812
-27.378919 64.075060 -21.319013
-27.345639 -41.479716 -10.095323
-27.419806 41.465104 -10.281226
-27.354115 -18.673592 -4.458417
-27.408502 18.724506 -4.387692
-27.386210 -50.858839 -14.322918
-27.411378 50.886215 -14.185826
-27.381450 76.355923 -29.982868
-27.311745 -12.611909 -3.569342
-27.353652 12.673772 -3.679473
-27.343718 -54.677267 -15.798275
-27.390137 54.662385 -15.960179
-27.334133 -3.705223 -3.092797
-27.307188 3.645279 -3.044222
-27.393349 105.227843 -63.188274
-27.363225 -13.648262 -3.690481
-27.346046 13.673324 -3.839978
-27.361726 -16.340096 -4.069188
-27.268421 16.309180 -3.999293
-27.357714 -99.080858 -53.890432
-27.344547 99.098197 -53.667367
-27.355319 -11.763037 -3.421299
-27.330361 11.710057 -3.455302
-27.288756 -9.345652 -3.443062
-27.326781 9.328944 -3.414598
-27.360312 6.218168 -3.145320
-27.284823 -26.158419 -5.955035
-27.325399 26.094394 -5.689134
-27.322433 -80.014673 -32.898232
-27.318921 -58.916779 -18.251660
-27.327138 58.948388 -18.111214
-27.368604 -7.996970 -3.260286
-27.284136 7.975412 -3.096630
-27.252690 72.776632 -27.211776
-27.266456 -69.586118 -24.604887
-27.330486 69.516995 -24.329112
-27.260782 -14.675197 -3.792068
-27.253545 14.651305 -3.920748
-27.332438 48.952644 -13.265243
-27.287077 84.000465 -36.800337
-27.327039 -4.073576 -3.186048
-27.285524 4.147403 -2.929478
-27.312677 -28.551581 -6.249704
-27.319033 28.610204 -6.443088
-27.310601 -61.315472 -19.374997
-27.332751 61.279255 -19.748176
-27.309660 -17.961615 -4.460759
-27.314899 18.039773 -4.422002
-27.290885 -88.446776 -40.726059
-27.314062 -30.276110 -6.853358
-27.248903 30.306830 -6.809289
-27.284384 -35.301638 -7.809489
-27.234524 35.232476 -8.254717
-27.272041 -10.720652 -3.446844
-27.277200 10.713743 -3.441744
-27.289399 -34.168125 -7.924343
-27.273254 -40.056712 -9.871757
-27.248507 40.045851 -9.865097
-27.295806 93.344799 -46.317865
-27.254288 -56.622422 -17.026184
-27.255139 56.619840 -16.724019
-27.244572 -36.395472 -8.575365
-27.271311 36.357044 -8.732630
-27.259527 -104.865236 -62.501322
-27.264654 104.823309 -62.590962
-27.268973 33.107896 -7.658439
-27.241267 -44.051359 -11.142111
-27.260867 44.034789 -11.356858
-27.220166 -4.556802 -3.246805
-27.231526 4.544808 -3.078596
-27.226654 -6.633443 -3.252182
-27.239933 6.629277 -3.042420
-27.228191 -98.663478 -53.412016
-27.237678 98.650726 -53.361389
-27.206434 -26.842732 -5.972964
-27.243092 26.833281 -5.945725
-27.217943 -45.581371 -11.850126
-27.268400 45.560844 -11.912203
-27.207081 -22.400209 -5.214644
-27.245221 22.460335 -5.005743
-27.262426 21.697394 -4.942935
-27.235281 75.962023 -29.660109
-27.174351 -66.466408 -22.926493
-27.238610 66.453911 -23.007715
-27.284216 -15.734627 -3.956728
-27.206977 15.711177 -4.044157
-27.247888 -23.039807 -5.160923
-27.190016 23.113927 -5.231738
-27.226697 -21.063827 -4.767463
-27.222285 21.064366 -4.796075
-27.174680 -37.392020 -8.896316
-27.192067 37.404724 -9.108526
-27.245922 -42.614191 -10.980657
-27.241509 42.600493 -10.849855
-27.261764 -63.682986 -21.148761
-27.227222 -17.359522 -4.146917
-27.166247 17.418534 -4.221077
-27.209879 -52.360711 -14.466228
-27.226307 52.374877 -15.004403
-27.190749 -8.392921 -3.240317
-27.163476 -9.692991 -3.393151
-27.163100 9.755011 -3.381227
-27.204846 -32.077794 -7.386301
-27.230341 32.074248 -7.232182
-27.222086 -23.756753 -5.160546
-27.254645 23.735828 -5.373059
-27.194239 -20.388205 -4.516775
-27.186359 20.363334 -4.784309
-27.215752 -47.064567 -12.483549
-27.219377 -0.034966 -2.908672
-27.181950 47.087924 -12.341997
-27.198520 -79.632222 -32.567335
-27.185949 79.598746 -32.888048
-27.189443 -0.438358 -2.920280
-27.170964 0.389626 -2.994331
-27.186648 -50.498801 -13.751640
-27.225756 -0.737771 -2.942026
-27.170812 0.787969 -2.889635
-27.165551 -13.088888 -3.774319
-27.173543 13.045930 -3.480126
-27.109892 -83.556924 -36.015153
-27.162364 83.606968 -35.846809
-27.171628 -54.356614 -15.772093
-27.151960 54.364539 -15.750566
-27.157692 88.066716 -40.936071
-27.229240 -4.929757 -3.180075
-27.186701 -72.335976 -26.918145
-27.108533 -12.168226 -3.388352
-27.115017 12.073432 -3.381491
-27.182054 -92.947353 -45.951772
-27.181858 92.925543 -45.888257
-27.149582 -29.291756 -6.556032
-27.158149 -1.173289 -2.992350
-27.175492 1.219785 -3.018768
-27.165737 -69.196845 -24.639103
-27.195856 69.149205 -24.491419
-27.119431 -19.676761 -4.540679
-27.108124 19.732887 -4.506875
-27.146442 -24.432567 -5.371330
-27.144523 24.447087 -5.342688
-27.122744 -14.056126 -3.610633
-27.141562 14.075584 -3.880856
-27.180207 41.107102 -10.123900
-27.143712 104.379752 -61.761450
-27.170211 -58.606042 -17.922711
-27.069162 58.525241 -17.857139
-27.064677 -38.501461 -9.145296
-27.142469 38.582745 -9.276391
-27.119474 -1.634580 -2.966133
-27.146952 1.625032 -2.938706
-27.138576 -7.049345 -3.159730
-27.163242 7.070729 -2.992247
-27.161949 -27.502554 -6.030965
-27.068217 27.550563 -6.142012
-27.122174 -60.947048 -19.119573
-27.119493 60.904604 -19.167414
-27.141585 -98.270062 -52.447183
-27.111570 98.152498 -53.012605
-27.161174 -11.109208 -3.571324
-27.139272 11.036878 -3.572250
-27.141455 -1.984595 -3.028746
-27.066675 1.986998 -2.875062
-27.154600 -31.026744 -7.091688
-27.140419 31.062900 -7.059244
-27.158380 -16.773751 -4.170912
-27.123652 16.752586 -4.051745
-27.095588 -19.090566 -4.384560
-27.101246 19.086862 -4.403741
-27.079420 -56.240877 -16.758274
-27.101704 56.263597 -16.488741
-27.013828 -25.130796 -5.443112
-27.103855 25.111530 -5.716097
-27.073346 -5.318690 -3.198235
-27.060963 5.343795 -3.229360
-27.097617 -15.136513 -3.908009
-27.069348 75.594085 -29.256636
-27.069015 -2.423699 -2.993490
-27.076251 2.409072 -2.918162
-27.097549 -8.792509 -3.220611
-27.006971 8.752420 -3.237832
-27.040657 -66.002926 -22.159456
-27.018474 -63.320572 -20.562986
-27.041989 63.242543 -20.681602
-27.039967 -87.685302 -40.353412
-27.065360 87.643138 -39.992837
-27.048219 -10.095806 -3.288517
-27.015136 10.154072 -3.417322
-27.004329 -83.165920 -35.435655
-27.010611 83.235917 -35.709713
-27.082364 -92.516229 -45.631714
-27.027414 -39.667282 -9.545816
-27.057056 39.669474 -9.550310
-27.083205 -103.931625 -61.150253
-26.987571 -2.830170 -2.904098
-27.068308 2.814544 -2.950448
-27.019308 -7.466074 -3.237657
-27.025425 7.444495 -3.232422
-27.024854 -18.370618 -4.381586
-27.029837 18.417435 -4.473010
-27.018723 34.990457 -8.201637
-27.033639 -43.694285 -11.094498
-27.013329 43.721535 -10.944027
-27.052435 -25.819332 -5.668193
-26.999831 25.832702 -5.748867
-27.031804 -45.176179 -11.699431
-27.030076 45.197293 -11.415917
-27.023311 71.956582 -26.337828
-27.020397 -33.835326 -7.700970
-26.974838 33.906472 -7.645625
-27.033477 -97.845069 -52.110497
-26.975079 -35.972272 -8.269318
-26.968558 36.041197 -8.267658
-26.937620 -5.762083 -3.141764
-27.022180 5.720149 -3.043557
-27.028177 -28.232937 -6.138463
-26.977623 28.285560 -6.517184
-26.970354 -68.774162 -24.471471
-27.022283 68.775888 -24.272664
-26.983728 -51.984506 -14.309317
-26.916546 52.007379 -14.705948
-26.994601 -29.983949 -6.578408
-26.970036 30.058189 -6.941892
-26.939734 -3.258861 -2.874435
-26.911924 3.250135 -2.870509
-26.972517 -42.222387 -10.726220
-26.942297 42.198479 -10.631634
-27.003474 -16.088340 -3.947245
-26.979073 16.122040 -4.015274
-26.990349 -53.926728 -15.560953
-27.033515 53.939004 -15.438260
-27.023620 -12.530314 -3.618020
-26.962628 12.522011 -3.521095
-26.960538 -32.765382 -7.442137
-27.005278 32.773515 -7.573703
-26.922728 -13.484434 -3.786971
-27.002749 13.521465 -3.644969
-26.961394 -46.718727 -12.354984
-26.981569 46.710352 -12.016155
-26.965225 -50.104017 -13.503768
-26.941477 50.108471 -13.767898
-26.938241 -37.096511 -8.524281
-26.939726 37.091611 -8.850136
-26.940640 -58.180999 -17.279216
-26.996227 58.182857 -17.589055
-26.914230 -60.520498 -18.902868
-26.980075 60.542828 -18.858054
-26.949960 -11.537799 -3.438925
-26.957319 11.501018 -3.441817
-26.927845 -17.779779 -4.478135
-26.952890 17.746401 -4.519117
-26.940223 -3.663800 -2.840756
-26.886902 3.618529 -3.009269
-26.973160 -75.167092 -28.619823
-26.934376 75.185730 -29.017467
-26.961736 -9.168004 -3.249224
-26.908082 9.238749 -3.346027
-26.949665 -14.484648 -3.734920
-26.926707 14.456370 -3.851135
-26.967006 -26.562667 -5.781075
-26.888520 26.540394 -6.020524
-26.891826 -92.104891 -44.969098
-26.954240 92.180887 -45.098687
-26.909801 87.283572 -39.589860
-26.966893 -6.156758 -3.030992
-26.963672 6.130941 -2.819074
-26.937162 -31.840509 -7.086588
-26.946754 31.783251 -7.247115
-26.917060 -40.739843 -10.021254
-26.891071 40.762881 -9.991013
-26.883659 -7.821009 -3.311548
-26.851873 7.874602 -3.017642
-26.905699 -78.772543 -31.517629
-26.900389 78.810690 -32.024463
-26.905507 -82.817400 -34.899439
-26.895153 82.791176 -35.554864
-26.892191 -55.879265 -16.454733
-26.876478 55.833188 -16.033541
-26.872844 -22.063394 -4.888317
-26.884809 22.090912 -4.878220
-26.851883 -65.636031 -22.228056
-26.896385 65.639207 -21.870686
-26.914557 -21.432318 -4.833311
-26.909651 21.468027 -4.730759
-26.894938 -38.247215 -9.041299
-26.924272 38.163837 -8.994293
-26.909693 -97.426029 -51.797013
-26.925487 97.485528 -51.470231
-26.880160 -22.747542 -5.111110
-26.879864 22.828205 -5.063252
-26.940867 -48.228030 -12.695199
-26.907422 48.210284 -12.892658
-26.829165 -10.585898 -3.232983
-26.865028 10.567858 -3.391289
-26.864459 -20.757930 -4.718297
-26.898017 20.792578 -4.779044
-26.869255 -4.017778 -2.854210
-26.878308 4.072555 -2.848831
-26.898316 -62.861857 -20.478853
-26.889228 62.875890 -20.500728
-26.880471 -23.521587 -5.334282
-26.910993 23.473124 -5.135495
-26.905217 -28.993546 -6.264215
-26.871494 28.954242 -6.499126
-26.887299 -71.652011 -26.008306
-26.870887 71.566185 -26.055888
-26.898301 -15.484474 -3.905846
-26.826091 15.455005 -3.799049
-26.783766 -20.109037 -4.440871
-26.815358 20.099865 -4.718903
-26.809512 -17.138714 -3.922807
-26.824644 17.142744 -4.048647
-26.835429 -68.401666 -23.769215
-26.855251 -24.134739 -5.309646
-26.807113 24.099825 -5.127857
-26.806689 -30.729626 -6.764093
-26.839500 30.688805 -6.944761
-26.809700 -27.189244 -5.842371
-26.846298 27.217075 -6.114933
-26.796479 103.163141 -59.787404
-26.806211 -6.561191 -3.006940
-26.826085 6.527619 -3.121127
-26.824692 -4.451478 -2.981218
-26.809019 4.474954 -2.877045
-26.857694 -51.627406 -14.196116
-26.825365 51.690975 -14.377564
-26.838593 -19.457933 -4.413103
-26.800284 19.488953 -4.359934
-26.811110 -39.317991 -9.511475
-26.816963 39.270534 -9.312755
-26.733552 44.861468 -11.288723
-26.789563 -43.347131 -10.851719
-26.785612 43.319430 -10.871386
-26.854368 -74.756372 -28.564442
-26.826462 74.774202 -28.257155
-26.791042 -86.829509 -39.082154
-26.804662 86.838597 -39.262448
-26.783723 -9.620034 -3.221293
-26.784119 9.579487 -3.358519
-26.768963 -53.535177 -15.416941
-26.818718 -12.924795 -3.546784
-26.788549 12.899839 -3.406517
-26.804976 -8.273545 -3.284355
-26.776244 -57.792607 -17.467678
-26.801863 57.809003 -17.299009
-26.772535 -97.100758 -51.080355
-26.761983 97.035387 -50.605879
-26.773568 -60.095029 -18.956115
-26.753898 60.139480 -18.907302
-26.839978 -24.801082 -5.278440
-26.792371 24.852296 -5.539444
-26.746749 -82.340890 -34.810129
-26.801469 -11.859457 -3.578090
-26.775255 11.939898 -3.302327
-26.768270 -78.366198 -31.344226
-26.711869 -49.782589 -13.636344
-26.758581 49.783611 -13.403585
-26.791739 -13.915918 -3.602419
-26.807838 13.936422 -3.715339
-26.747819 -34.627779 -7.763523
-26.787783 34.543602 -7.931480
-26.692178 -46.369790 -11.607759
-26.743919 -0.042331 -2.895160
-26.739958 46.387663 -11.929104
-26.746302 -0.408443 -2.931184
-26.720116 0.391155 -2.811577
-26.823105 -41.891525 -10.501864
-26.787343 41.875082 -10.239232
-26.717790 -35.673057 -8.058724
-26.703797 35.664705 -8.064631
-26.782122 -33.586053 -7.389939
-26.799623 33.490040 -7.469984
-26.739755 -0.828897 -2.855552
-26.730219 0.755717 -2.940869
-26.740229 -4.814655 -2.976444
-26.746439 4.839552 -2.920995
-26.797190 -18.876249 -4.449563
-26.752884 18.836738 -4.320877
-26.742904 -65.258449 -21.815972
-26.752574 65.265596 -21.645413
-26.793221 -16.542271 -3.923666
-26.718117 16.509103 -3.943256
-26.728653 -10.951617 -3.265606
-26.737981 10.955896 -3.387733
-26.705072 55.547079 -16.329600
-26.702698 -6.972057 -3.174080
-26.685975 6.983161 -3.175538
-26.681936 -29.679249 -6.529261
-26.718708 29.654755 -6.704467
-26.732371 -71.187785 -25.794225
-26.708829 71.200242 -25.461773
-26.770896 -36.766317 -8.172347
-26.710504 36.730480 -8.636333
-26.658655 -1.581791 -2.969715
-26.625427 1.596806 -2.824343
-26.712276 -27.943385 -5.985124
-26.698592 27.887112 -6.175692
-26.689922 -14.910756 -3.720705
-26.648690 14.887969 -3.686346
-26.736981 -62.489552 -19.861027
-26.627827 62.510624 -20.217984
-26.716643 -25.592958 -5.447933
-26.742236 25.507868 -5.382952
-26.713747 -32.487584 -7.129441
-26.728577 32.490418 -7.388070
-26.675654 -67.998875 -23.333565
-26.737804 67.994201 -23.633769
-26.677690 -1.969552 -2.798562
-26.662020 2.110827 -2.807067
-26.636486 -47.857998 -12.548996
-26.660553 47.895432 -12.398887
-26.635860 -91.264053 -43.909474
-26.696668 91.299475 -43.689780
-26.660947 -40.402288 -9.706455
-26.739650 40.348952 -9.912855
-26.672749 -18.192986 -4.295017
-26.657726 18.201556 -4.454899
-26.654736 -5.263301 -3.109214
-26.716275 5.257745 -3.074142
-26.672838 96.628159 -50.402265
-26.677404 -86.436724 -38.686045
-26.642782 86.452541 -38.302640
