x_mm y_mm z_mm
-2.934116 48.354629 -9.681947
-2.902708 -32.212588 -4.274857
-2.932325 32.144798 -4.199032
-2.883309 -24.011566 -2.278122
-2.952622 -1.793529 0.007856
-2.870721 1.756423 -0.028721
-2.839819 -3.114320 -0.032850
-2.884896 3.116868 -0.065219
-2.908460 -38.539165 -6.053614
-2.889359 38.602909 -6.152923
-2.904583 -0.728885 -0.020842
-2.829285 0.739608 -0.047761
-2.862290 -8.871199 -0.380573
-2.860326 8.875571 -0.321211
-2.845295 27.503297 -3.243240
-2.888633 -11.141293 -0.487147
-2.884230 11.167940 -0.580325
-2.813335 -96.307706 -45.455135
-2.887830 -8.448339 -0.321325
-2.913068 8.422353 -0.226669
-2.936277 -15.804158 -1.001904
-2.908122 15.909301 -1.058734
-2.905073 -9.294547 -0.355204
-2.898022 9.401784 -0.293682
-2.860168 -2.464213 -0.012502
-2.847017 -0.769850 -0.035892
-2.872818 0.726372 -0.065454
-2.871867 -64.070227 -17.585364
-2.885980 64.033004 -17.604876
-2.814314 -14.577095 -0.901013
-2.885425 14.543146 -0.842121
-2.843922 -95.897894 -44.751003
-2.906889 95.994761 -44.876051
-2.878279 -4.191071 -0.030307
-2.810748 4.230578 -0.072249
-2.849587 -47.876306 -9.661953
-2.896792 -0.813558 -0.011067
-2.817772 0.806722 -0.065526
-2.862701 -8.055901 -0.329119
-2.873608 8.006119 -0.195553
-2.886670 -1.792811 -0.035990
-2.872821 1.806733 -0.040204
-2.876470 -9.787003 -0.440136
-2.840424 9.760687 -0.411757
-2.889375 -63.642377 -17.666373
-2.886233 63.638526 -17.345908
-2.857674 -3.689509 -0.063095
-2.856922 3.685719 -0.014801
-2.880759 -6.181863 -0.171060
-2.842287 6.162924 -0.088386
-2.849914 -38.105427 -5.872774
-2.915683 38.160643 -5.764289
-2.831891 -31.700189 -4.092934
-2.872393 31.693630 -3.960879
-2.829501 -0.819457 -0.020535
-2.791292 0.862305 -0.062183
-2.854595 -17.139457 -1.255507
-2.871928 17.175490 -1.167166
-2.809149 -20.956303 -1.810733
-2.875687 21.057446 -1.747853
-2.792905 -5.707989 -0.160272
-2.863585 5.655659 -0.065570
-2.867299 -18.870098 -1.497806
-2.777514 18.886174 -1.440763
-2.797353 95.089266 -43.878877
-2.845525 -47.424005 -9.522980
-2.847659 47.478014 -9.127871
-2.929623 -3.171687 -0.023068
-2.811516 3.132353 -0.032238
-2.829679 -26.967261 -2.855551
-2.844591 27.020465 -3.074800
-2.823135 -0.874310 -0.010882
-2.839743 0.897653 -0.086602
-2.868894 -2.605111 -0.025315
-2.829713 2.532885 -0.033397
-2.845367 -23.618845 -2.183431
-2.817414 23.596554 -2.187329
-2.847538 -63.226856 -17.208760
-2.853190 63.289059 -17.374114
-2.853997 -6.590553 -0.205745
-2.864191 6.592471 -0.160673
-2.851293 -1.879040 -0.015167
-2.822659 1.910186 -0.022375
-2.857909 -7.561290 -0.277140
-2.870681 7.525907 -0.155028
-2.811527 -12.386280 -0.616736
-2.839354 12.429271 -0.642566
-2.810267 -94.699638 -43.292432
-2.839916 94.649297 -43.385956
-2.848991 -4.747733 -0.135078
-2.884135 4.719471 -0.087802
-2.853644 0.940391 -0.061858
-2.817244 -13.313031 -0.694322
-2.828942 13.241677 -0.660100
-2.855505 -37.667198 -5.821928
-2.908162 37.699081 -5.787810
-2.810838 -10.251442 -0.482998
-2.798394 10.260532 -0.474685
-2.791660 -94.242085 -43.183344
-2.849545 94.253572 -42.972847
-2.802502 -47.053739 -9.188409
-2.837621 47.079609 -9.173722
-2.823316 -11.577430 -0.563180
-2.764388 11.549984 -0.563576
-2.767277 -5.221287 -0.119709
-2.819045 5.197121 -0.093229
-2.811484 -31.293579 -3.996916
-2.883085 31.296432 -4.091236
-2.777287 -0.939325 -0.004760
-2.791037 0.964668 -0.066132
-2.797544 -93.796472 -43.027546
-2.825968 93.852080 -42.709742
-2.805668 -4.293757 -0.089793
-2.763687 4.270373 -0.024177
-2.796439 -1.867534 -0.030035
-2.728348 1.917595 0.013209
-2.781550 -15.448780 -1.048451
-2.833457 15.458233 -0.970471
-2.814581 -3.715049 -0.061366
-2.823551 3.745582 -0.058885
-2.776282 -2.552865 -0.032934
-2.767406 2.614397 -0.052393
-2.749531 -62.416915 -16.290635
-2.810991 62.383887 -16.690410
-2.784677 -1.013607 -0.047639
-2.760304 1.002519 -0.068023
-2.750348 -26.651102 -2.739031
-2.833759 26.566586 -2.986952
-2.776586 -93.392471 -42.040689
-2.812387 -3.251507 -0.043233
-2.833538 3.167458 -0.037960
-2.812567 -46.634044 -9.104200
-2.828962 -20.617231 -1.773179
-2.820640 20.576134 -1.697628
-2.783908 -37.302744 -5.862854
-2.791984 37.243737 -5.754081
-2.842275 -7.118393 -0.275225
-2.710713 7.145206 -0.230252
-2.805301 -14.131038 -0.817513
-2.830523 14.148739 -0.826240
-2.771461 -23.181211 -2.149581
-2.789075 23.208874 -2.084398
-2.809570 -18.423872 -1.384959
-2.773473 18.508287 -1.420996
-2.803573 -1.090919 -0.036881
-2.792272 1.112347 -0.050445
-2.739038 -16.738056 -1.187492
-2.779301 16.788965 -1.101745
-2.764061 -92.958766 -41.172196
-2.798149 92.961003 -41.539998
-2.777370 -61.930390 -16.309893
-2.805090 61.955716 -16.318451
-2.803617 -30.929573 -3.939850
-2.791536 30.899932 -4.106494
-2.799187 -1.964736 -0.051320
-2.747211 1.968814 -0.037711
-2.760766 -10.636801 -0.472768
-2.846909 10.645090 -0.475628
-2.718054 -92.620722 -40.989112
-2.750545 92.532202 -41.297090
-2.734202 -46.231641 -8.852600
-2.773668 46.203562 -8.870268
-2.812284 -1.043265 -0.019059
-2.807183 1.066852 -0.027162
-2.712907 -5.730889 -0.149372
-2.812942 5.733767 -0.077431
-2.807294 -6.181001 -0.192589
-2.776910 6.232748 -0.106471
-2.804454 -61.481520 -16.192685
-2.746917 61.488069 -16.061547
-2.744483 -2.608376 -0.025927
-2.750396 2.646606 -0.007938
-2.779688 -36.866474 -5.379657
-2.752600 36.841753 -5.691070
-2.707111 -4.773155 -0.141776
-2.803638 4.788145 -0.086619
-2.723573 -92.110728 -40.593492
-2.732834 92.152736 -40.450760
-2.759256 -8.434241 -0.311421
-2.743381 -8.935001 -0.337342
-2.783379 8.911682 -0.277670
-2.801417 -26.188532 -2.652091
-2.725252 26.214434 -2.599199
-2.788252 -1.091185 -0.039077
-2.783699 1.114481 -0.077083
-2.764251 -2.031021 -0.016496
-2.740249 1.991475 -0.026609
-2.761157 -3.232002 -0.046188
-2.767895 3.217396 -0.052914
-2.717441 -3.803757 -0.054205
-2.756020 3.739615 -0.044267
-2.769365 -8.059486 -0.333163
-2.733571 8.051362 -0.218136
-2.742611 -91.705827 -40.337662
-2.730554 -61.101844 -15.823242
-2.747980 61.054073 -15.887592
-2.718376 -4.309331 -0.102265
-2.705901 -45.779688 -8.643659
-2.770536 45.721124 -8.718431
-2.790193 -30.428019 -3.831014
-2.764743 30.429066 -3.930815
-2.751188 -12.032368 -0.564654
-2.762752 12.056208 -0.619119
-2.768265 -9.436417 -0.339263
-2.708993 9.356015 -0.329124
-2.765074 -5.222658 -0.151298
-2.806689 5.314685 -0.109985
-2.748743 -22.678295 -1.943837
-2.676868 22.763822 -2.116806
-2.769958 -6.670528 -0.243515
-2.765026 6.713298 -0.167876
-2.749480 -12.919061 -0.619968
-2.691044 12.878446 -0.612114
-2.747279 -20.221316 -1.648808
-2.767193 20.168773 -1.645501
-2.722839 -1.193588 -0.026107
-2.725072 1.183444 -0.061500
-2.717063 -91.288323 -39.687265
-2.763533 91.278994 -39.419731
-2.746994 -15.041228 -0.962119
-2.696289 15.055916 -0.878010
-2.717254 -36.379662 -5.242811
-2.705264 36.394770 -5.543056
-2.726425 -60.662157 -15.490897
-2.714187 -2.698883 -0.025849
-2.738688 2.728544 -0.023713
-2.699720 -7.622054 -0.244531
-2.748336 7.636012 -0.176150
-2.675585 -18.033634 -1.414215
-2.691648 18.047753 -1.353040
-2.727739 -90.789902 -39.507330
-2.724507 90.812990 -39.078459
-2.714673 -11.128803 -0.504283
-2.723830 11.099681 -0.541332
-2.679030 -2.036906 -0.009761
-2.734763 2.025184 -0.024206
-2.762817 -45.383536 -8.675529
-2.725501 45.376840 -8.654049
-2.693370 -1.202520 0.003474
-2.685506 1.224469 -0.045012
-2.710018 -16.346546 -1.120604
-2.732447 16.309271 -1.070801
-2.713050 -9.801982 -0.474720
-2.731382 9.860240 -0.412614
-2.777725 -13.755992 -0.814288
-2.734128 13.785818 -0.751208
-2.692742 -25.703991 -2.684210
-2.716174 25.809961 -2.655517
-2.715508 -90.410829 -38.453861
-2.734667 -60.281724 -15.433789
-2.731734 60.271945 -15.581519
-2.693095 -30.048789 -3.798824
-2.724378 30.057349 -3.895483
-2.719290 -36.027202 -5.144057
-2.651308 36.040872 -5.436869
-2.729714 -1.264035 -0.047222
-2.719528 1.218238 -0.078556
-2.684236 -3.276385 -0.043947
-2.734751 -90.023202 -38.336837
-2.640026 90.023781 -38.353163
-2.716169 -44.952788 -8.513750
-2.699707 44.964854 -8.515839
-2.624305 3.819177 -0.035661
-2.701072 -4.825314 -0.131707
-2.716362 4.806491 -0.063237
-2.672877 -2.095973 -0.035779
-2.625165 2.087888 -0.039977
-2.683444 -22.326660 -1.998582
-2.696087 22.369127 -1.978546
-2.674954 -59.779891 -15.492277
-2.748954 59.827176 -15.400266
-2.704637 -7.105653 -0.261873
-2.740945 7.159503 -0.173468
-2.697938 2.799707 -0.014455
-2.759968 -89.541617 -38.221403
-2.675465 89.581928 -37.623200
-2.660940 -19.756028 -1.638569
-2.685285 19.791287 -1.658920
-2.725013 -4.272440 -0.085724
-2.641204 4.327850 -0.067452
-2.621641 -1.326037 -0.008710
-2.666550 1.288880 -0.044635
-2.688575 -5.792480 -0.172250
-2.688184 5.769296 -0.059463
-2.658288 -10.313453 -0.469736
-2.668588 10.310324 -0.453126
-2.657683 -6.226400 -0.175751
-2.657251 6.307453 -0.091209
-2.690281 -89.132598 -37.250268
-2.692822 89.182252 -37.003922
-2.676051 -59.399832 -14.940756
-2.653613 59.385754 -14.946684
-2.713724 -44.538808 -8.029230
-2.673802 44.550991 -7.932069
-2.667127 -35.551137 -5.081196
-2.680650 35.596656 -5.266757
-2.622870 -29.625885 -3.642643
-2.627991 29.662468 -3.755841
-2.651193 -25.349560 -2.521033
-2.610548 25.343617 -2.765246
-2.633350 -5.327313 -0.120628
-2.655677 5.327790 -0.107684
-2.673268 -1.293801 -0.018850
-2.670817 1.335693 -0.047746
-2.647177 -17.640147 -1.299642
-2.669746 17.609454 -1.274603
-2.701924 -2.067658 -0.010750
-2.667837 2.077065 -0.049639
-2.624603 -88.761930 -36.742696
-2.732653 88.741556 -36.667645
-2.612132 -14.629169 -0.905485
-2.637002 14.641474 -0.858718
-2.656101 -12.464362 -0.577198
-2.640438 12.419822 -0.604308
-2.619751 -59.020471 -14.659957
-2.647582 58.924326 -14.828294
-2.619567 -3.251530 -0.054038
-2.622501 3.288497 -0.014514
-2.640940 -11.606687 -0.511902
-2.679516 11.626599 -0.522737
-2.646790 -15.891392 -1.028294
-2.629354 -88.316822 -36.465923
-2.655316 88.297569 -36.473033
-2.660001 -44.110614 -8.061755
-2.679627 -2.675085 -0.020893
-2.638151 2.749721 -0.025343
-2.648963 -1.387642 -0.018629
-2.644181 1.391719 -0.040043
-2.629261 -6.795874 -0.238227
-2.583087 6.727430 -0.129573
-2.624860 -21.954616 -1.905544
-2.596067 21.975003 -2.051973
-2.592444 -35.178693 -5.008166
-2.611218 35.150662 -5.163490
-2.687044 -3.864183 -0.044173
-2.638917 3.871166 -0.029276
-2.659642 -58.583425 -14.522660
-2.674446 58.558535 -14.509279
-2.712009 -8.490892 -0.407533
-2.659986 8.502499 -0.289415
-2.623197 -29.199144 -3.663986
-2.594265 29.207903 -3.463247
-2.658595 -13.369095 -0.711499
-2.591346 13.351846 -0.671079
-2.639417 8.042266 -0.229126
-2.619243 -2.143044 -0.030210
-2.581901 2.153655 0.000375
-2.620939 -19.375792 -1.496647
-2.655720 19.383287 -1.582596
-2.607486 -8.994282 -0.333480
-2.607966 8.974584 -0.317763
-2.624973 -24.911734 -2.377085
-2.686661 -1.368359 0.004953
-2.594423 -10.722023 -0.489379
-2.661417 10.710770 -0.486316
-2.587371 87.467824 -35.851131
-2.581106 -4.889168 -0.168103
-2.575547 4.855161 -0.062056
-2.610111 43.679895 -7.767055
-2.604006 -4.376027 -0.073356
-2.665220 4.389896 -0.003640
-2.605757 -58.134332 -14.378030
-2.606314 58.134280 -14.312500
-2.585781 -7.625769 -0.292975
-2.625287 7.654155 -0.188607
-2.567096 -87.024204 -35.339172
-2.551277 -34.699552 -4.803079
-2.580171 34.759191 -4.967093
-2.591557 -2.758858 -0.044129
-2.635345 2.774157 -0.003576
-2.638338 -9.432857 -0.386862
-2.550712 9.386765 -0.323947
-2.571725 -3.422647 -0.022137
-2.606609 3.385405 -0.024611
-2.609123 -1.491123 -0.012563
-2.589962 1.467544 -0.053194
-2.635648 -17.260184 -1.223847
-2.609322 17.168362 -1.155297
-2.573528 -86.614709 -35.104218
-2.602896 -2.249972 -0.006772
-2.543846 2.180602 -0.056549
-2.560070 -57.747586 -14.100365
-2.614483 57.723409 -13.998722
-2.629453 -5.820182 -0.143092
-2.604246 -43.216435 -7.771711
-2.609945 43.236118 -7.770197
-2.582124 -28.750903 -3.293555
-2.562349 -21.504191 -1.818173
-2.584451 21.451746 -1.832687
-2.648666 -5.343410 -0.133806
-2.551216 5.331743 -0.100040
-2.603380 -86.190253 -34.803974
-2.569947 86.157297 -34.238546
-2.511494 7.191969 -0.183178
-2.516652 -14.213643 -0.806168
-2.592173 14.227307 -0.879614
-2.617315 -6.294892 -0.235976
-2.614969 6.292946 -0.096357
-2.566724 -24.461971 -2.350535
-2.591063 24.539051 -2.403958
-2.608004 -1.428740 -0.001610
-2.590380 1.529705 -0.012856
-2.560745 -15.546827 -0.971540
-2.576629 15.479540 -0.967600
-2.584395 3.913355 0.006235
-2.577224 -57.283960 -13.915679
-2.565687 57.302879 -13.565002
-2.562392 -34.335801 -4.844300
-2.620283 34.327012 -4.718148
-2.561492 -85.722549 -34.208606
-2.595876 -18.935782 -1.451839
-2.576643 18.946431 -1.490047
-2.530660 -42.848956 -7.667021
-2.541085 42.779602 -7.705467
-2.561521 -9.857669 -0.443340
-2.591350 9.880713 -0.436604
-2.601555 -12.052331 -0.607579
-2.589020 12.035288 -0.552802
-2.558332 -2.222046 -0.047375
-2.557699 2.191094 -0.009096
-2.577222 -2.800954 -0.014338
-2.531347 2.907267 -0.046696
-2.542252 -85.325371 -33.317101
-2.633325 85.369054 -33.415023
-2.550036 -56.826949 -13.759973
-2.530647 56.930307 -13.585532
-2.546072 -1.596719 0.013721
-2.534700 1.544426 0.005791
-2.559592 -11.255198 -0.485262
-2.553646 11.151134 -0.544693
-2.552071 -28.343009 -3.170235
-2.545218 28.329759 -3.460424
-2.565636 -4.377958 -0.080530
-2.515488 0.053275 -0.017747
-2.505580 4.427146 -0.008325
-2.563908 0.039529 -0.028689
-2.583038 0.002275 -0.040123
-2.535357 3.364678 -0.036085
-2.529487 -0.044768 0.014170
-2.534847 0.114330 0.012904
-2.530842 -0.160186 0.002650
-2.562748 0.088969 -0.014601
-2.604117 -12.924615 -0.716612
-2.559331 12.900142 -0.664227
-2.494085 -0.171180 -0.022106
-2.535757 0.143818 -0.012888
-2.530579 -4.929278 -0.112601
-2.516173 4.931473 -0.045598
-2.534433 0.147570 -0.072480
-2.569058 84.923456 -33.112500
-2.529029 -42.422592 -7.548134
-2.501084 42.344832 -7.492486
-2.551113 -33.887251 -4.735086
-2.590763 33.864357 -4.892903
-2.532826 -0.240739 -0.013357
-2.557700 0.246280 -0.045740
-2.531520 -6.724151 -0.260268
-2.562217 6.839950 -0.164395
-2.533570 -21.071563 -1.779363
-2.498582 21.081365 -1.824945
-2.535137 -0.306191 -0.040299
-2.583778 0.281890 -0.003609
-2.522985 -56.423504 -13.363613
-2.533660 56.425646 -13.449335
-2.525595 -16.794183 -1.192781
-2.502796 16.744109 -1.065821
-2.539118 24.109999 -2.293337
-2.560918 -0.364190 -0.033296
-2.524234 0.262696 -0.027825
-2.524035 -1.596238 0.002759
-2.536841 1.575125 -0.020970
-2.559478 84.478209 -32.986835
-2.521391 -0.362887 -0.004129
-2.507167 0.383101 -0.017285
-2.541233 -2.306086 -0.029446
-2.566177 2.296578 0.031869
-2.570662 -0.367277 -0.011483
-2.515142 0.359438 -0.020481
-2.466442 -10.316078 -0.490240
-2.535555 10.326498 -0.472381
-2.502131 -84.069454 -32.624976
-2.504004 -55.993949 -13.097312
-2.547854 56.027199 -13.211516
-2.526874 -3.985578 -0.114532
-2.512708 3.937214 -0.026518
-2.564725 -2.897908 -0.020544
-2.420532 2.920862 -0.057094
-2.532704 -41.970803 -7.210102
-2.496335 41.967376 -7.303232
-2.469057 -0.372686 -0.000270
-2.505041 0.383267 -0.016134
-2.549501 -27.913506 -3.324894
-2.509588 27.904157 -3.318890
-2.563581 -18.457822 -1.434688
-2.518382 18.492288 -1.441399
-2.457046 -33.455308 -4.585383
-2.549689 33.456909 -4.538112
-2.532036 -0.455502 -0.036740
-2.451703 0.496702 -0.006692
-2.510614 -1.579837 -0.013406
-2.532198 1.603892 -0.016942
-2.493030 -15.059925 -0.991795
-2.518770 15.086208 -0.926852
-2.585306 -5.898626 -0.157153
-2.544641 5.867828 -0.109205
-2.442002 -8.030386 -0.353292
-2.493868 8.141662 -0.234404
-2.459055 -83.658172 -32.304079
-2.533842 83.577281 -32.226710
-2.504205 -13.815240 -0.712129
-2.507621 13.764576 -0.854926
-2.517528 -8.555266 -0.306939
-2.494802 8.609894 -0.247523
-2.533667 -0.515217 -0.012257
-2.463939 0.481905 -0.044883
-2.485403 -5.369325 -0.122850
-2.504644 5.390049 -0.108467
-2.492387 -3.410036 -0.039936
-2.505456 3.426022 -0.072756
-2.547854 -55.587690 -13.280979
-2.525868 55.582437 -12.596769
-2.499014 -7.672064 -0.243176
-2.504196 7.630653 -0.161596
-2.473149 -0.529839 -0.033548
-2.475766 0.544784 -0.055190
-2.507473 -2.326081 -0.001440
-2.519388 2.326544 -0.027365
-2.484581 83.215105 -31.748831
-2.507794 -41.559403 -7.285851
-2.523405 41.510759 -7.073216
-2.506357 -23.633720 -2.131110
-2.474323 23.678050 -2.314253
-2.435146 -8.947826 -0.369536
-2.492107 8.961278 -0.299005
-2.509681 -20.618098 -1.724999
-2.419975 20.698575 -1.708317
-2.495529 -0.558364 0.006517
-2.508195 0.602380 -0.041735
-2.494845 -6.320695 -0.183208
-2.496339 6.332796 -0.089969
-2.443834 -4.481814 -0.072813
-2.532163 4.441468 -0.058259
-2.463329 -1.620755 -0.012673
-2.481493 1.635827 0.013936
-2.494256 -82.803661 -31.222056
-2.487633 82.774199 -31.336732
-2.484613 -55.155983 -13.010050
-2.474451 55.194306 -12.558807
-2.489155 -33.001195 -4.448080
-2.477580 33.028991 -4.465527
-2.498932 -0.616247 0.030604
-2.410154 0.628083 -0.089485
-2.444321 -27.515857 -3.229590
-2.459942 27.515814 -3.095444
-2.485778 -11.592147 -0.516824
-2.447819 11.679998 -0.564804
-2.462579 -2.940312 -0.012429
-2.467986 2.922617 -0.041650
-2.486860 -7.232535 -0.317831
-2.462632 7.188064 -0.178185
-2.419214 -4.921782 -0.076738
-2.467301 4.937554 -0.080604
-2.476602 -16.384413 -1.117718
-2.465715 16.380025 -1.068163
-2.464983 -0.649543 0.001036
-2.482711 0.624943 -0.048009
-2.487086 -82.332197 -31.024497
-2.441052 82.356030 -31.089190
-2.427586 -41.088080 -7.166222
-2.395771 41.143845 -6.989354
-2.448586 -12.478856 -0.578604
-2.458833 12.459148 -0.596897
-2.430984 -54.732087 -12.638946
-2.485278 54.757859 -12.545122
-2.438308 -9.414829 -0.375634
-2.426454 -10.798320 -0.447250
-2.407163 10.807286 -0.535057
-2.474382 -0.700026 -0.000918
-2.471200 0.627612 -0.049549
-2.462841 -1.672907 0.005336
-2.489853 1.673263 0.000757
-2.439745 -3.937209 -0.049155
-2.435642 4.006854 -0.077918
-2.451346 2.317840 -0.041786
-2.421970 -81.941521 -30.693660
-2.434889 81.938721 -30.610411
-2.469516 -18.077002 -1.449047
-2.539939 18.086361 -1.394636
-2.455939 -0.693478 -0.012290
-2.444842 0.697254 -0.056516
-2.443285 -3.422618 -0.045799
-2.459981 -32.647815 -4.288129
-2.469280 32.592549 -4.394267
-2.472677 -23.253318 -2.194800
-2.428639 23.222243 -2.130605
-2.406790 -81.541212 -30.250253
-2.476976 81.498137 -30.186372
-2.440823 -54.320837 -12.575546
-2.415322 54.317718 -12.574983
-2.444014 -40.711486 -6.754482
-2.416867 40.726384 -6.889278
-2.404178 -27.082182 -2.895414
-2.450419 -6.866015 -0.176145
-2.396097 6.804285 -0.159178
-2.443155 -14.677851 -0.930644
-2.419603 -0.749689 -0.062023
-2.440697 -20.206559 -1.684622
-2.445195 20.217484 -1.683519
-2.436478 -1.662715 -0.004210
-2.425149 1.709085 -0.004705
-2.486844 -2.944271 0.025994
-2.430601 2.971669 -0.086565
-2.479682 -81.066723 -29.555511
-2.416576 -13.410415 -0.729333
-2.436543 13.453875 -0.713818
-2.402453 -0.821215 0.024045
-2.413113 0.751857 -0.048032
-2.485110 -2.372901 -0.018490
-2.384490 2.414049 -0.007603
-2.412438 -53.916475 -12.287349
-2.437006 53.926691 -11.991116
-2.432528 -5.466214 -0.186737
-2.480974 5.458630 -0.100654
-2.410038 -9.891945 -0.442303
-2.397036 9.971372 -0.378028
-2.436315 -5.878134 -0.188156
-2.443064 5.909526 -0.063489
-2.379244 4.523603 -0.090777
-2.381303 -80.679680 -29.573279
-2.389160 80.653528 -29.923571
-2.352344 -40.261817 -6.844336
-2.385218 40.320843 -6.580276
-2.377437 -32.172846 -4.298640
-2.409525 32.151255 -4.112809
-2.421892 -0.796985 -0.034476
-2.377451 0.840416 -0.085873
-2.434824 -15.947732 -1.031065
-2.392679 15.972998 -1.049180
-2.423424 -1.757278 0.032399
-2.395008 1.765100 0.023641
-2.393286 -80.272803 -28.929335
-2.396434 80.270381 -29.463235
-2.401407 -53.393659 -12.144204
-2.384899 53.511386 -11.895411
-2.378116 -0.868520 0.048394
-2.440867 0.884240 -0.028863
-2.399818 -26.617125 -2.853639
-2.411000 26.672132 -2.898299
-2.391470 -22.823844 -2.110987
-2.409778 22.799590 -1.969370
-2.357917 -4.033989 -0.089423
-2.398218 3.992883 -0.035357
-2.365978 -4.912250 -0.121896
-2.412872 17.698257 -1.370091
-2.380669 -3.452120 -0.044880
-2.428028 3.526997 -0.057923
-2.439882 -79.804017 -28.866244
-2.407385 79.736168 -29.211409
-2.370888 -6.381502 -0.169060
-2.412013 6.376501 -0.143738
-2.379581 -39.796902 -6.714511
-2.406968 39.852130 -6.653450
-2.438357 -0.865452 -0.005504
-2.360214 0.911304 -0.061360
-2.365006 -2.422170 -0.003366
-2.385682 2.399447 -0.047979
-2.382874 -11.210561 -0.467772
-2.390387 11.284007 -0.489911
-2.414252 -19.881611 -1.618471
-2.344095 19.813748 -1.516701
-2.386242 -2.994360 -0.030596
-2.372375 2.978973 -0.058591
-2.396974 -8.123799 -0.329160
-2.368723 8.174664 -0.218117
-2.347465 -53.034821 -11.962190
-2.376821 53.036679 -11.644820
-2.369582 -31.746787 -4.035510
-2.354059 31.796277 -4.161381
-2.359036 -12.037711 -0.508612
-2.348932 12.088416 -0.548723
-2.369149 -1.826130 -0.008873
-2.369165 1.813217 -0.009484
-2.371345 -7.710606 -0.300383
-2.352583 7.737591 -0.215970
-2.388864 -79.306265 -27.905980
-2.303838 -8.598283 -0.329965
-2.361992 8.568453 -0.236521
-2.408026 -0.877974 -0.020104
-2.380816 0.862119 -0.062052
-2.346932 -14.239422 -0.860096
-2.385674 14.274592 -0.830531
-2.392543 -78.962078 -27.827767
-2.404584 78.926204 -28.340467
-2.369015 -52.647762 -11.967942
-2.314415 52.606013 -11.452869
-2.378610 -10.330000 -0.463804
-2.336399 10.361160 -0.431394
-2.370740 -7.291137 -0.271696
-2.373987 7.306672 -0.159879
-2.346640 -39.393694 -6.668976
-2.408160 39.406574 -6.495728
-2.310305 -26.254715 -2.797707
-2.344266 26.257563 -2.599427
-2.326376 -0.971571 0.002265
-2.365654 0.976824 -0.044377
-2.338007 -22.355874 -1.938832
-2.324915 22.340857 -1.976354
-2.354554 -1.811623 -0.014208
-2.378029 1.825120 -0.055849
-2.379178 -12.975340 -0.646819
-2.363569 12.925091 -0.725555
-2.343923 -9.058291 -0.389659
-2.355618 8.990669 -0.366916
-2.365183 -78.576162 -27.472267
-2.330160 78.570787 -28.061400
-2.362492 -31.365087 -4.040643
-2.366588 31.302424 -4.093450
-2.319831 -2.457421 -0.015136
-2.331495 2.436892 0.026071
-2.384427 -4.541237 -0.129566
-2.387601 4.559548 -0.044197
-2.376943 -52.121865 -11.542688
-2.307845 -1.044141 0.032733
-2.299777 0.992096 -0.068625
-2.319578 -15.513047 -0.970686
-2.284706 15.531218 -1.034615
-2.333668 -3.554837 -0.039057
-2.306446 3.547026 -0.010968
-2.355387 -2.979013 -0.030186
-2.384934 2.978803 -0.047342
-2.347056 -78.108070 -27.578797
-2.341550 78.052988 -27.560022
-2.259875 -17.222047 -1.174200
-2.337434 17.261180 -1.171846
-2.367440 -5.483693 -0.143002
-2.307967 5.489498 -0.147183
-2.359537 -39.020475 -5.988279
-2.332443 38.966623 -6.283731
-2.309588 -3.990877 -0.045026
-2.363856 4.040833 -0.051086
-2.299795 6.865527 -0.160488
-2.321969 -19.349805 -1.641295
-2.280017 19.399056 -1.493301
-2.339421 -0.973648 -0.031047
-2.304129 1.059308 -0.067227
-2.319097 -5.877189 -0.164625
-2.346597 5.912862 -0.088095
-2.264158 77.694872 -27.092513
-2.292877 -51.786087 -11.232656
-2.297971 51.807121 -11.229692
-2.343122 -1.869327 -0.002793
-2.303126 1.835413 0.009764
-2.333357 -25.852586 -2.636616
-2.271375 25.782664 -2.582024
-2.284504 -5.079269 -0.143776
-2.293311 4.996220 -0.054516
-2.292388 -30.980271 -3.995350
-2.319555 30.887948 -4.021337
-2.269642 9.483663 -0.288001
-2.298385 -77.249087 -26.247949
-2.337607 77.263644 -26.647791
-2.274540 -1.057672 -0.031083
-2.332571 1.096434 -0.013065
-2.312237 -38.564873 -6.320153
-2.325560 38.577976 -6.018816
-2.389282 -2.449922 -0.021892
-2.305754 2.493802 0.011325
-2.243322 -21.998920 -1.926913
-2.298905 21.971460 -1.938301
-2.216703 -51.325670 -11.046870
-2.310199 51.321965 -11.049775
-2.302806 76.842549 -26.169819
-2.296368 -11.694459 -0.526200
-2.287078 11.627870 -0.533141
-2.251066 -1.928835 -0.011601
-2.321540 1.952812 -0.048909
-2.295720 -13.823856 -0.760234
-2.277509 13.841352 -0.812506
-2.257503 -1.124239 -0.025358
-2.360638 1.129369 -0.048391
-2.337810 -10.805029 -0.473874
-2.294641 10.795647 -0.463683
-2.259177 -3.062910 -0.024718
-2.307176 3.020926 -0.047441
-2.272212 -6.376129 -0.191880
-2.232945 6.449172 -0.103506
-2.286664 -76.403814 -26.070380
-2.293819 76.409982 -26.013086
-2.272391 -50.938966 -10.901621
-2.281146 50.906106 -10.982942
-2.278774 -3.601904 -0.013703
-2.291857 3.529358 -0.051995
-2.293664 -38.164474 -5.928417
-2.316083 38.151187 -5.793938
-2.266784 -30.485856 -3.900307
-2.316376 30.529032 -3.884956
-2.308759 -25.369211 -2.486607
-2.320181 25.357217 -2.732164
-2.291644 -18.959275 -1.544226
-2.281081 18.950604 -1.444375
